idx,ref_x,ref_y,road_id,section_id,lane_id,lane_width,left_drivable_width,right_drivable_width,left_boundary_x,left_boundary_y,right_boundary_x,right_boundary_y
255,77.04818,128.23027,1,0,2,3.5,5.25,1.75,79.106148,133.060101,76.36219,126.620327
256,75.456787,128.857132,1,0,2,3.5,5.25,1.75,77.245545,133.793005,74.860535,127.211841
257,73.833267,129.39537,1,0,2,3.5,5.25,1.75,75.347381,134.422294,73.328563,127.719729
258,72.182571,129.843323,1,0,2,3.5,5.25,1.75,73.417442,134.946027,71.770948,128.142421
259,70.509705,130.199677,1,0,2,3.5,5.25,1.75,71.461582,135.362663,70.192412,128.478681
260,68.81974,130.463318,1,0,2,3.5,5.25,1.75,69.485732,135.670904,68.597743,128.727456
261,67.117821,130.633453,1,0,2,3.5,5.25,1.75,67.495905,135.869822,66.991793,128.887997
262,65.409111,130.709564,1,0,2,3.5,5.25,1.75,65.498138,135.958809,65.379435,128.959816
263,63.527546,130.706924,1,0,2,3.5,5.25,1.75,63.498183,135.956842,63.537333,128.956952
264,61.527576,130.69574,1,0,2,3.5,5.25,1.75,61.498214,135.945658,61.537364,128.945767
265,59.527607,130.684555,1,0,2,3.5,5.25,1.75,59.498244,135.934473,59.537395,128.934582
266,57.527637,130.67337,1,0,2,3.5,5.25,1.75,57.498275,135.923288,57.537425,128.923398
267,55.527676,130.662186,1,0,2,3.5,5.25,1.75,55.498313,135.912104,55.537463,128.912213
268,53.527706,130.651001,1,0,2,3.5,5.25,1.75,53.498344,135.900919,53.537494,128.901028
269,51.527737,130.639816,1,0,2,3.5,5.25,1.75,51.498374,135.889734,51.537524,128.889844
270,49.527767,130.628632,1,0,2,3.5,5.25,1.75,49.498405,135.87855,49.537555,128.878659
271,47.527798,130.617447,1,0,2,3.5,5.25,1.75,47.498435,135.867365,47.537585,128.867474
272,45.527828,130.606262,1,0,2,3.5,5.25,1.75,45.498466,135.85618,45.537616,128.85629
273,43.527859,130.595078,1,0,2,3.5,5.25,1.75,43.498496,135.844996,43.537646,128.845105
274,41.527889,130.583893,1,0,2,3.5,5.25,1.75,41.498527,135.833811,41.537677,128.83392
275,39.52792,130.572708,1,0,2,3.5,5.25,1.75,39.498557,135.822626,39.537707,128.822735
276,37.527954,130.561508,1,0,2,3.5,5.25,1.75,37.498591,135.811426,37.537742,128.811536
277,35.527985,130.550323,1,0,2,3.5,5.25,1.75,35.498622,135.800242,35.537772,128.800351
278,33.528015,130.539139,1,0,2,3.5,5.25,1.75,33.498653,135.789057,33.537803,128.789166
279,31.528048,130.527954,1,0,2,3.5,5.25,1.75,31.498685,135.777872,31.537835,128.777981
280,29.528078,130.516769,1,0,2,3.5,5.25,1.75,29.498715,135.766687,29.537866,128.766797
281,27.528111,130.505585,1,0,2,3.5,5.25,1.75,27.498748,135.755503,27.537898,128.755612
282,25.528141,130.4944,1,0,2,3.5,5.25,1.75,25.498778,135.744318,25.537929,128.744427
283,23.528172,130.483215,1,0,2,3.5,5.25,1.75,23.498809,135.733133,23.537959,128.733243
284,21.528204,130.472031,1,0,2,3.5,5.25,1.75,21.498841,135.721949,21.537992,128.722058
285,19.528234,130.460846,1,0,2,3.5,5.25,1.75,19.498872,135.710764,19.538022,128.710873
286,17.532743,130.449509,8,0,2,3.5,5.25,1.75,17.498897,135.699399,17.544025,128.699545
287,15.553816,130.432785,8,0,2,3.5,5.25,1.75,15.498969,135.682498,15.572098,128.682881
288,13.57497,130.408142,8,0,2,3.5,5.25,1.75,13.499127,135.657594,13.600251,128.658325
289,11.59624,130.375595,8,0,2,3.5,5.25,1.75,11.499399,135.624702,11.62852,128.625893
290,9.607693,130.335831,8,0,2,3.5,5.25,1.75,9.499799,135.584722,9.643657,128.5862
291,7.596828,130.295654,8,0,2,3.5,5.25,1.75,7.500198,135.544765,7.629037,128.545951
292,5.5761,130.262512,8,0,2,3.5,5.25,1.75,5.500469,135.511967,5.601311,128.512694
293,3.555258,130.237442,8,0,2,3.5,5.25,1.75,3.500624,135.487158,3.573469,128.487537
294,1.53433,130.220444,8,0,2,3.5,5.25,1.75,1.500697,135.470336,1.545541,128.47048
295,-0.467002,130.20813,4,0,-2,3.5,5.25,1.75,-0.499268,135.458031,-0.456247,128.458163
296,-2.466964,130.195831,4,0,-2,3.5,5.25,1.75,-2.49923,135.445732,-2.456209,128.445864
297,-4.466927,130.183533,4,0,-2,3.5,5.25,1.75,-4.499192,135.433434,-4.456171,128.433566
298,-6.466888,130.171265,4,0,-2,3.5,5.25,1.75,-6.499154,135.421165,-6.456133,128.421298
299,-8.466851,130.158966,4,0,-2,3.5,5.25,1.75,-8.499117,135.408867,-8.456096,128.408999
300,-10.466813,130.146667,4,0,-2,3.5,5.25,1.75,-10.499079,135.396568,-10.456058,128.396701
301,-12.466775,130.134369,4,0,-2,3.5,5.25,1.75,-12.499041,135.38427,-12.45602,128.384402
302,-14.466738,130.122101,4,0,-2,3.5,5.25,1.75,-14.499003,135.372002,-14.455983,128.372134
303,-16.4667,130.109802,4,0,-2,3.5,5.25,1.75,-16.498965,135.359703,-16.455944,128.359835
304,-18.466661,130.097504,4,0,-2,3.5,5.25,1.75,-18.498927,135.347404,-18.455906,128.347537
305,-20.466623,130.085205,4,0,-2,3.5,5.25,1.75,-20.498889,135.335106,-20.455868,128.335238
306,-22.466587,130.072937,4,0,-2,3.5,5.25,1.75,-22.498853,135.322838,-22.455832,128.32297
307,-24.466549,130.060638,4,0,-2,3.5,5.25,1.75,-24.498815,135.310539,-24.455794,128.310671
308,-26.466511,130.04834,4,0,-2,3.5,5.25,1.75,-26.498776,135.298241,-26.455756,128.298373
309,-28.466473,130.036041,4,0,-2,3.5,5.25,1.75,-28.498738,135.285942,-28.455717,128.286074
310,-30.466436,130.023773,515,0,-2,3.5,5.25,1.75,-30.4987,135.273674,-30.455682,128.273806
311,-32.466396,130.011475,515,0,-2,3.5,5.25,1.75,-32.49866,135.261375,-32.455642,128.261508
312,-34.466358,129.999176,515,0,-2,3.5,5.25,1.75,-34.498622,135.249077,-34.455604,128.249209
313,-36.46632,129.986877,515,0,-2,3.5,5.25,1.75,-36.498583,135.236778,-36.455566,128.236911
314,-38.466282,129.974609,515,0,-2,3.5,5.25,1.75,-38.498545,135.22451,-38.455527,128.224642
315,-40.466244,129.962311,515,0,-2,3.5,5.25,1.75,-40.498507,135.212212,-40.455489,128.212344
316,-42.466209,129.950012,515,0,-2,3.5,5.25,1.75,-42.498473,135.199913,-42.455455,128.200045
317,-44.466171,129.937714,515,0,-2,3.5,5.25,1.75,-44.498435,135.187614,-44.455417,128.187747
318,-46.466133,129.925446,515,0,-2,3.5,5.25,1.75,-46.498397,135.175346,-46.455379,128.175479
319,-48.466095,129.913147,515,0,-2,3.5,5.25,1.75,-48.498358,135.163048,-48.45534,128.16318
320,-50.466057,129.900848,515,0,-2,3.5,5.25,1.75,-50.49832,135.150749,-50.455302,128.150881
321,-52.466019,129.88855,515,0,-2,3.5,5.25,1.75,-52.498282,135.138451,-52.455264,128.138583
322,-54.465981,129.876282,515,0,-2,3.5,5.25,1.75,-54.498244,135.126183,-54.455226,128.126315
323,-56.465942,129.863983,515,0,-2,3.5,5.25,1.75,-56.498206,135.113884,-56.455188,128.114016
324,-58.465908,129.851685,515,0,-2,3.5,5.25,1.75,-58.498171,135.101585,-58.455154,128.101718
325,-60.46587,129.839386,515,0,-2,3.5,5.25,1.75,-60.498133,135.089287,-60.455115,128.089419
326,-62.465832,129.827118,515,0,-2,3.5,5.25,1.75,-62.498095,135.077019,-62.455077,128.077151
327,-64.221947,129.776917,515,0,-2,3.5,5.25,1.75,-64.497085,135.019702,-64.130234,128.029321
328,-65.966927,129.643646,515,0,-2,3.5,5.25,1.75,-66.49109,134.867414,-65.792206,127.90239
329,-67.703598,129.427551,515,0,-2,3.5,5.25,1.75,-68.475603,134.62048,-67.446263,127.696575
330,-69.428024,129.129105,515,0,-2,3.5,5.25,1.75,-70.446121,134.279443,-69.088659,127.412325
331,-71.136299,128.749008,5,0,-2,3.5,5.25,1.75,-72.398184,133.845099,-70.715671,127.050311
332,-72.82457,128.288055,5,0,-2,3.5,5.25,1.75,-74.327388,133.318367,-72.32363,126.611285
333,-74.489006,127.747368,5,0,-2,3.5,5.25,1.75,-76.229357,132.700516,-73.908889,126.096318
334,-76.125847,127.128113,5,0,-2,3.5,5.25,1.75,-78.099791,131.992888,-75.467865,125.506521
335,-77.731384,126.431732,5,0,-2,3.5,5.25,1.75,-79.934453,131.197127,-76.997028,124.843267
336,-79.301987,125.659775,5,0,-2,3.5,5.25,1.75,-81.729198,130.315003,-78.492916,124.108032
337,-80.834099,124.81398,5,0,-2,3.5,5.25,1.75,-83.479957,129.348507,-79.952146,123.302471
338,-82.324249,123.896301,5,0,-2,3.5,5.25,1.75,-85.182768,128.299864,-81.37141,122.428447
339,-83.769081,122.908791,5,0,-2,3.5,5.25,1.75,-86.833791,127.171426,-82.747511,121.487912
340,-85.165306,121.853668,5,0,-2,3.5,5.25,1.75,-88.42927,125.965728,-84.077318,120.482981
341,-86.509773,120.733353,5,0,-2,3.5,5.25,1.75,-89.965607,124.685531,-85.357829,119.41596
342,-87.799431,119.550354,5,0,-2,3.5,5.25,1.75,-91.439312,123.333707,-86.586137,118.289236
343,-89.031387,118.307365,5,0,-2,3.5,5.25,1.75,-92.84708,121.913331,-87.75949,117.105377
344,-90.20282,117.007195,5,0,-2,3.5,5.25,1.75,-94.185687,120.427614,-88.875197,115.867055
345,-91.311089,115.652786,5,0,-2,3.5,5.25,1.75,-95.452119,118.879916,-89.930745,114.577076
346,-92.353706,114.247192,5,0,-2,3.5,5.25,1.75,-96.643528,117.27373,-90.923766,113.238346
347,-93.361595,112.751602,5,0,-2,3.5,5.25,1.75,-97.761606,115.615585,-91.894925,111.796941
348,-94.350739,111.184479,5,0,-2,3.5,5.25,1.75,-98.829078,113.924365,-92.857959,110.271183
349,-95.295692,109.590309,5,0,-2,3.5,5.25,1.75,-99.848862,112.203955,-93.777969,108.719094
350,-96.195724,107.970367,5,0,-2,3.5,5.25,1.75,-100.820167,110.455731,-94.654244,107.141913
351,-97.050125,106.325897,5,0,-2,3.5,5.25,1.75,-101.742228,108.681035,-95.486091,105.540851
352,-97.858223,104.658188,5,0,-2,3.5,5.25,1.75,-102.614318,106.881261,-96.272858,103.917163
353,-98.6194,102.968536,5,0,-2,3.5,5.25,1.75,-103.435772,105.057809,-97.013943,102.272112
354,-99.333054,101.258278,5,0,-2,3.5,5.25,1.75,-104.205939,103.212116,-97.708758,100.606998
355,-99.998627,99.52874,5,0,-2,3.5,5.25,1.75,-104.924219,101.345618,-98.356763,98.923114
356,-100.615593,97.781273,5,0,-2,3.5,5.25,1.75,-105.590042,99.459771,-98.957443,97.221774
357,-101.183479,96.01725,5,0,-2,3.5,5.25,1.75,-106.2029,97.556054,-99.510339,95.504315
358,-101.701843,94.238037,5,0,-2,3.5,5.25,1.75,-106.762312,95.635947,-100.01502,93.772067
359,-102.170273,92.445038,5,0,-2,3.5,5.25,1.75,-107.267837,93.700959,-100.471085,92.026397
360,-102.588409,90.639641,5,0,-2,3.5,5.25,1.75,-107.719085,91.752595,-100.878184,90.268656
361,-102.955917,88.823265,5,0,-2,3.5,5.25,1.75,-108.115696,89.792382,-101.235991,88.500226
362,-103.272507,86.99733,5,0,-2,3.5,5.25,1.75,-108.457356,87.821852,-101.544224,86.722489
363,-103.537949,85.163254,5,0,-2,3.5,5.25,1.75,-108.743818,85.842538,-101.802659,84.936826
364,-103.752022,83.322472,5,0,-2,3.5,5.25,1.75,-108.974843,83.855984,-102.011081,83.144634
365,-103.914558,81.476433,5,0,-2,3.5,5.25,1.75,-109.150251,81.863759,-102.169327,81.347324
366,-104.025436,79.626572,5,0,-2,3.5,5.25,1.75,-109.26991,79.867409,-102.277279,79.546293
367,-104.084572,77.77433,5,0,-2,3.5,5.25,1.75,-109.333727,77.86849,-102.334853,77.742943
368,-104.091911,75.921165,5,0,-2,3.5,5.25,1.75,-109.341648,75.868575,-102.341999,75.938696
369,-104.069595,73.927551,5,0,-2,3.5,5.25,1.75,-109.319266,73.868705,-102.319705,73.947167
370,-104.04718,71.927673,5,0,-2,3.5,5.25,1.75,-109.29685,71.868827,-102.29729,71.947289
371,-104.024757,69.927803,5,0,-2,3.5,5.25,1.75,-109.274428,69.868957,-102.274867,69.947419
372,-104.002342,67.927925,5,0,-2,3.5,5.25,1.75,-109.252012,67.869079,-102.252452,67.947541
373,-103.979927,65.928055,5,0,-2,3.5,5.25,1.75,-109.229597,65.869208,-102.230037,65.94767
374,-103.957504,63.928177,5,0,-2,3.5,5.25,1.75,-109.207174,63.86933,-102.207614,63.947792
375,-103.935089,61.928307,5,0,-2,3.5,5.25,1.75,-109.184759,61.86946,-102.185199,61.947922
376,-103.912666,59.928429,5,0,-2,3.5,5.25,1.75,-109.162336,59.869582,-102.162776,59.948044
377,-103.890251,57.928558,5,0,-2,3.5,5.25,1.75,-109.139921,57.869712,-102.140361,57.948174
378,-103.867836,55.92868,5,0,-2,3.5,5.25,1.75,-109.117506,55.869834,-102.117946,55.948296
379,-103.845413,53.928806,5,0,-2,3.5,5.25,1.75,-109.095083,53.86996,-102.095523,53.948422
380,-103.822998,51.928932,5,0,-2,3.5,5.25,1.75,-109.072668,51.870086,-102.073108,51.948548
381,-103.800583,49.929058,5,0,-2,3.5,5.25,1.75,-109.050253,49.870212,-102.050693,49.948674
382,-103.77816,47.929184,5,0,-2,3.5,5.25,1.75,-109.02783,47.870337,-102.02827,47.948799
383,-103.755745,45.92931,5,0,-2,3.5,5.25,1.75,-109.005415,45.870463,-102.005855,45.948925
384,-103.73333,43.929436,763,0,-1,3.5,5.25,1.75,-108.983,43.870589,-101.98344,43.949051
385,-103.710907,41.929302,763,0,-1,3.5,5.25,1.75,-108.960577,41.870456,-101.961017,41.948918
386,-103.613022,40.116047,763,0,-1,3.5,5.25,1.75,-108.827855,39.509406,-101.874744,40.318261
387,-103.297043,38.365055,763,0,-1,3.5,5.25,1.75,-108.394977,37.110635,-101.597731,38.783195
388,-102.764427,36.667366,763,0,-1,3.5,5.25,1.75,-107.665323,34.784888,-101.130795,37.294859
389,-102.023567,35.049667,763,0,-1,3.5,5.25,1.75,-106.650382,32.568723,-100.481296,35.876649
390,-101.086105,33.537392,763,0,-1,3.5,5.25,1.75,-105.366106,30.496981,-99.659438,34.550862
391,-99.966774,32.154312,763,0,-1,3.5,5.25,1.75,-103.832679,28.602231,-98.678139,33.338339
392,-98.689804,30.936792,763,0,-1,3.5,5.25,1.75,-102.046976,26.90047,-97.570747,32.282233
393,-97.262489,29.904898,763,0,-1,3.5,5.25,1.75,-100.042965,25.451645,-96.335664,31.389315
394,-95.708733,29.075506,763,0,-1,3.5,5.25,1.75,-97.861426,24.287144,-94.991168,30.671627
395,-94.057098,28.463856,763,0,-1,3.5,5.25,1.75,-95.542458,23.428361,-93.561978,30.142354
396,-92.337906,28.081186,763,0,-1,3.5,5.25,1.75,-93.128642,22.891077,-92.074327,29.811223
397,-90.582771,27.934526,763,0,-1,3.5,5.25,1.75,-90.664354,22.68516,-90.555577,29.684315
398,-88.614685,27.937819,18,0,-2,3.5,5.25,1.75,-88.600098,22.687839,-88.619547,29.687812
399,-86.614693,27.943375,18,0,-2,3.5,5.25,1.75,-86.600105,22.693395,-86.619555,29.693368
400,-84.614708,27.948933,18,0,-2,3.5,5.25,1.75,-84.600121,22.698953,-84.61957,29.698926
401,-82.614716,27.954489,18,0,-2,3.5,5.25,1.75,-82.600128,22.704509,-82.619578,29.704482
402,-80.614723,27.960047,18,0,-2,3.5,5.25,1.75,-80.600136,22.710067,-80.619586,29.71004
403,-78.614723,27.965603,18,0,-2,3.5,5.25,1.75,-78.600136,22.715623,-78.619586,29.715596
404,-76.614738,27.971159,19,0,-2,3.5,5.25,1.75,-76.600151,22.721179,-76.619601,29.721152
405,-74.614746,27.976717,19,0,-2,3.5,5.25,1.75,-74.600159,22.726737,-74.619609,29.72671
406,-72.614754,27.982273,19,0,-2,3.5,5.25,1.75,-72.600167,22.732293,-72.619616,29.732266
407,-70.614761,27.987831,19,0,-2,3.5,5.25,1.75,-70.600174,22.737851,-70.619624,29.737824
408,-68.614769,27.993387,19,0,-2,3.5,5.25,1.75,-68.600182,22.743408,-68.619631,29.74338
409,-66.614777,27.998945,255,0,-2,3.5,5.25,1.75,-66.600189,22.748966,-66.619639,29.748938
410,-64.614784,28.004503,255,0,-2,3.5,5.25,1.75,-64.600197,22.754524,-64.619647,29.754496
411,-62.614788,28.010059,255,0,-2,3.5,5.25,1.75,-62.600201,22.76008,-62.61965,29.760053
412,-60.614796,28.015617,255,0,-2,3.5,5.25,1.75,-60.600208,22.765638,-60.619658,29.765611
413,-58.614803,28.021173,255,0,-2,3.5,5.25,1.75,-58.600216,22.771194,-58.619666,29.771167
414,-56.614811,28.026731,255,0,-2,3.5,5.25,1.75,-56.600224,22.776752,-56.619673,29.776725
415,-54.614819,28.032288,255,0,-2,3.5,5.25,1.75,-54.600231,22.782308,-54.619681,29.782281
416,-52.614826,28.037844,255,0,-2,3.5,5.25,1.75,-52.600239,22.787864,-52.619689,29.787837
417,-50.614834,28.043402,255,0,-2,3.5,5.25,1.75,-50.600247,22.793422,-50.619696,29.793395
418,-48.614841,28.048958,255,0,-2,3.5,5.25,1.75,-48.600254,22.798978,-48.619704,29.798951
419,-46.614849,28.054516,255,0,-2,3.5,5.25,1.75,-46.600262,22.804536,-46.619711,29.804509
420,-44.614857,28.060072,255,0,-2,3.5,5.25,1.75,-44.60027,22.810092,-44.619719,29.810065
421,-42.614864,28.06563,255,0,-2,3.5,5.25,1.75,-42.600277,22.81565,-42.619727,29.815623
422,-40.614872,28.071186,255,0,-2,3.5,5.25,1.75,-40.600285,22.821206,-40.619734,29.821179
423,-38.61488,28.076744,255,0,-2,3.5,5.25,1.75,-38.600292,22.826764,-38.619742,29.826737
424,-36.614887,28.0823,255,0,-2,3.5,5.25,1.75,-36.6003,22.832321,-36.61975,29.832293
425,-34.614895,28.087858,255,0,-2,3.5,5.25,1.75,-34.600308,22.837879,-34.619757,29.837851
426,-32.614902,28.093414,255,0,-2,3.5,5.25,1.75,-32.600315,22.843435,-32.619765,29.843408
427,-30.614912,28.098972,255,0,-2,3.5,5.25,1.75,-30.600325,22.848993,-30.619774,29.848966
428,-28.61492,28.104528,20,0,-2,3.5,5.25,1.75,-28.600332,22.854549,-28.619782,29.854522
429,-26.614927,28.110085,20,0,-2,3.5,5.25,1.75,-26.60034,22.860105,-26.61979,29.860078
430,-24.614935,28.115643,20,0,-2,3.5,5.25,1.75,-24.600348,22.865663,-24.619797,29.865636
431,-22.614943,28.121199,20,0,-2,3.5,5.25,1.75,-22.600355,22.871219,-22.619805,29.871192
432,-20.61495,28.126757,20,0,-2,3.5,5.25,1.75,-20.600363,22.876777,-20.619813,29.87675
433,-18.614958,28.132313,20,0,-2,3.5,5.25,1.75,-18.600371,22.882333,-18.61982,29.882306
434,-16.614965,28.137871,20,0,-2,3.5,5.25,1.75,-16.600378,22.887891,-16.619828,29.887864
435,-14.614973,28.143427,20,0,-2,3.5,5.25,1.75,-14.600386,22.893447,-14.619835,29.89342
436,-12.614981,28.148985,20,0,-2,3.5,5.25,1.75,-12.600393,22.899005,-12.619843,29.898978
437,-10.614988,28.154541,20,0,-2,3.5,5.25,1.75,-10.600401,22.904561,-10.619851,29.904534
438,-8.614996,28.160099,20,0,-2,3.5,5.25,1.75,-8.600409,22.910119,-8.619858,29.910092
439,-6.615004,28.165655,20,0,-2,3.5,5.25,1.75,-6.600416,22.915675,-6.619866,29.915648
440,-4.615011,28.171213,20,0,-2,3.5,5.25,1.75,-4.600424,22.921233,-4.619874,29.921206
441,-2.615019,28.176769,20,0,-2,3.5,5.25,1.75,-2.600431,22.92679,-2.619881,29.926762
442,-0.615026,28.182327,20,0,-2,3.5,5.25,1.75,-0.600439,22.932348,-0.619889,29.93232
443,1.384966,28.187883,20,0,-2,3.5,5.25,1.75,1.399553,22.937904,1.380104,29.937877
444,3.384957,28.193441,20,0,-2,3.5,5.25,1.75,3.399544,22.943462,3.380094,29.943435
445,5.384949,28.198997,20,0,-2,3.5,5.25,1.75,5.399536,22.949018,5.380086,29.948991
446,7.384941,28.204556,20,0,-2,3.5,5.25,1.75,7.399528,22.954576,7.380079,29.954549
447,9.384933,28.210112,20,0,-2,3.5,5.25,1.75,9.399521,22.960132,9.380071,29.960105
448,11.384926,28.21567,20,0,-2,3.5,5.25,1.75,11.399513,22.96569,11.380063,29.965663
449,13.384918,28.221226,20,0,-2,3.5,5.25,1.75,13.399505,22.971246,13.380056,29.971219
450,15.384911,28.226784,20,0,-2,3.5,5.25,1.75,15.399498,22.976804,15.380048,29.976777
451,17.384903,28.23234,20,0,-2,3.5,5.25,1.75,17.39949,22.98236,17.380041,29.982333
452,19.384895,28.237898,20,0,-2,3.5,5.25,1.75,19.399483,22.987918,19.380033,29.987891
453,21.384888,28.243454,20,0,-2,3.5,5.25,1.75,21.399475,22.993474,21.380025,29.993447
454,23.38488,28.249012,20,0,-2,3.5,5.25,1.75,23.399467,22.999032,23.380018,29.999005
455,25.384872,28.254568,20,0,-2,3.5,5.25,1.75,25.39946,23.004588,25.38001,30.004561
456,27.384865,28.260124,848,0,-1,3.5,4.725,1.75,27.397995,23.535143,27.380002,30.010117
457,29.248047,28.302898,848,0,-1,3.5,4.725,1.75,29.627255,23.59314,29.107599,30.047253
458,30.981258,28.565723,848,0,-1,3.5,4.725,1.75,32.015382,23.955277,30.59825,30.273296
459,32.660683,29.068352,848,0,-1,3.5,4.725,1.75,34.329397,24.647829,32.04264,30.705582
460,34.253315,29.8009,848,0,-1,3.5,4.725,1.75,36.523824,25.65718,33.412386,31.335611
461,35.727852,30.748972,848,0,-1,3.5,4.725,1.75,38.555532,26.963493,34.680563,32.151001
462,37.051018,31.890671,848,0,-1,3.5,4.725,1.75,40.390536,28.548031,35.814159,33.128686
463,38.177551,33.203491,848,0,-1,3.5,4.725,1.75,41.988531,30.410275,36.766077,34.238016
464,39.090298,34.672997,848,0,-1,3.5,4.725,1.75,43.283267,32.494778,37.537346,35.479744
465,39.76783,36.264698,848,0,-1,3.5,4.725,1.75,44.244348,34.752611,38.10986,36.82473
466,40.194244,37.941219,848,0,-1,3.5,4.725,1.75,44.84922,37.130769,38.470179,38.241386
467,40.359524,39.663212,848,0,-1,3.5,4.725,1.75,45.08367,39.573422,38.60984,39.696467
468,40.385807,41.65303,848,0,-1,3.5,4.725,1.75,45.110401,41.591091,38.635957,41.675971
469,40.412022,43.652859,9,0,1,3.5,4.725,1.75,45.136616,43.59092,38.662172,43.675799
470,40.43824,45.652687,9,0,1,3.5,4.725,1.75,45.162834,45.590749,38.68839,45.675627
471,40.464458,47.652515,9,0,1,3.5,4.725,1.75,45.189052,47.590577,38.714609,47.675456
472,40.490677,49.652344,9,0,1,3.5,4.725,1.75,45.215271,49.590405,38.740827,49.675284
473,40.516891,51.652172,9,0,1,3.5,4.725,1.75,45.241485,51.590234,38.767042,51.675112
474,40.54311,53.652,152,0,1,3.5,4.725,1.75,45.267704,53.590062,38.79326,53.674941
475,40.569328,55.651829,152,0,1,3.5,4.725,1.75,45.293922,55.58989,38.819479,55.674769
476,40.614269,57.738892,152,0,1,3.5,4.725,1.75,45.329817,57.44017,38.86777,57.849529
477,40.944309,59.998558,152,0,1,3.5,4.725,1.75,45.548305,58.936084,39.239126,60.392067
478,41.637844,62.174343,152,0,1,3.5,4.725,1.75,46.007429,60.376469,40.019479,62.840222
479,42.676369,64.208183,152,0,1,3.5,4.725,1.75,46.694941,61.722886,41.188009,65.128664
480,44.039352,66.052979,152,0,1,3.5,4.725,1.75,47.581645,62.926033,42.727392,67.211107
481,45.787189,67.651878,152,0,1,3.5,4.725,1.75,48.58713,63.845836,44.750175,69.061524
482,47.833923,68.844482,152,0,1,3.5,4.725,1.75,49.764559,64.531911,47.118873,70.441731
483,50.086761,69.576698,152,0,1,3.5,4.725,1.75,51.060556,64.953134,49.726097,71.28913
484,52.43124,69.815598,152,0,1,3.5,4.725,1.75,52.437283,65.090601,52.429002,71.565596
485,54.43124,69.818161,152,0,1,3.5,4.725,1.75,54.437283,65.093165,54.429002,71.56816
486,56.431236,69.820717,152,0,1,3.5,4.725,1.75,56.437279,65.095721,56.428998,71.570715
487,58.431652,69.823273,11,0,1,3.5,4.725,1.75,58.437695,65.098277,58.429414,71.573271
488,60.431652,69.825829,11,0,1,3.5,4.725,1.75,60.437695,65.100832,60.429414,71.575827
489,62.431648,69.828384,11,0,1,3.5,4.725,1.75,62.437691,65.103388,62.42941,71.578383
490,64.431648,69.83094,11,0,1,3.5,4.725,1.75,64.437691,65.105944,64.42941,71.580939
491,66.431648,69.833496,11,0,1,3.5,4.725,1.75,66.437691,65.1085,66.42941,71.583495
492,68.431648,69.836052,11,0,1,3.5,4.725,1.75,68.437691,65.111056,68.42941,71.58605
493,70.431648,69.838615,11,0,1,3.5,4.725,1.75,70.437691,65.113619,70.42941,71.588614
494,72.431641,69.841171,11,0,1,3.5,4.725,1.75,72.437683,65.116175,72.429403,71.59117
495,74.431641,69.843727,11,0,1,3.5,4.725,1.75,74.437683,65.118731,74.429403,71.593726
496,76.431641,69.846283,11,0,1,3.5,4.725,1.75,76.437683,65.121287,76.429403,71.596281
497,78.431641,69.848839,11,0,1,3.5,4.725,1.75,78.437683,65.123843,78.429403,71.598837
498,80.431633,69.851402,11,0,1,3.5,4.725,1.75,80.437676,65.126406,80.429395,71.601401
499,82.431633,69.853958,11,0,1,3.5,4.725,1.75,82.437676,65.128962,82.429395,71.603957
500,84.431633,69.856514,11,0,1,3.5,4.725,1.75,84.437676,65.131518,84.429395,71.606513
501,86.431633,69.85907,712,0,1,3.5,4.725,1.75,86.437676,65.134074,86.429395,71.609068
502,88.431633,69.861626,712,0,1,3.5,4.725,1.75,88.437676,65.13663,88.429395,71.611624
503,90.355774,69.872536,712,0,1,3.5,4.725,1.75,90.566186,65.152223,90.277843,71.6208
504,92.012802,70.10157,712,0,1,3.5,4.725,1.75,93.090701,65.501162,91.61358,71.805425
505,93.599106,70.632462,712,0,1,3.5,4.725,1.75,95.507466,66.309987,92.892306,72.233378
506,95.060196,71.446983,712,0,1,3.5,4.725,1.75,97.733461,67.550924,94.070098,72.889968
507,96.344994,72.516342,712,0,1,3.5,4.725,1.75,99.693606,69.182812,95.104767,73.750983
508,97.39444,73.798607,712,0,1,3.5,4.725,1.75,101.324273,71.175243,95.938946,74.770223
509,98.176224,75.259544,712,0,1,3.5,4.725,1.75,102.539039,73.445305,96.560366,75.931485
510,98.660858,76.84404,712,0,1,3.5,4.725,1.75,103.292084,75.90736,96.945589,77.190958
511,98.83007,78.492348,712,0,1,3.5,4.725,1.75,103.555011,78.46856,97.080093,78.501158
512,98.817162,80.47155,712,0,1,3.5,4.725,1.75,103.542052,80.503773,97.067202,80.459615
513,98.803528,82.471504,712,0,1,3.5,4.725,1.75,103.528418,82.503727,97.053569,82.45957
514,98.789879,84.47229,1,0,2,3.5,5.25,1.75,104.039757,84.508094,97.03992,84.460356
515,98.776237,86.472244,1,0,2,3.5,5.25,1.75,104.026115,86.508048,97.026278,86.46031
516,98.762604,88.472198,1,0,2,3.5,5.25,1.75,104.012482,88.508002,97.012644,88.460264
517,98.748962,90.472153,1,0,2,3.5,5.25,1.75,103.99884,90.507956,96.999003,90.460218
518,98.734352,92.432419,1,0,2,3.5,5.25,1.75,103.98381,92.5079,96.984533,92.407258
519,98.672058,94.215492,1,0,2,3.5,5.25,1.75,103.913984,94.506542,96.924749,94.118476
520,98.536575,95.994492,1,0,2,3.5,5.25,1.75,103.762122,96.50062,96.794727,95.825782
